rpm,target_index,time_mean,time_std,time_rms,time_skewness,time_kurtosis,time_peak,time_peak_to_peak,time_margin_factor,time_shape_factor,time_impulse_factor,freq_center,freq_rms,freq_std,freq_kurtosis,freq_skewness,wavelet_entropy,wavelet_energy_0,wavelet_energy_1,wavelet_energy_2,wavelet_energy_3,wavelet_energy_4,wavelet_energy_5,wavelet_energy_6,wavelet_energy_7,wavelet_energy_8,wavelet_energy_9,wavelet_energy_10,wavelet_energy_11,wavelet_energy_12,wavelet_energy_13,wavelet_energy_14,wavelet_energy_15,wavelet_std_0,wavelet_skewness_0,wavelet_kurtosis_0,wavelet_std_1,wavelet_skewness_1,wavelet_kurtosis_1,wavelet_std_2,wavelet_skewness_2,wavelet_kurtosis_2,wavelet_std_3,wavelet_skewness_3,wavelet_kurtosis_3,wavelet_std_4,wavelet_skewness_4,wavelet_kurtosis_4,wavelet_std_5,wavelet_skewness_5,wavelet_kurtosis_5,wavelet_std_6,wavelet_skewness_6,wavelet_kurtosis_6,wavelet_std_7,wavelet_skewness_7,wavelet_kurtosis_7,wavelet_std_8,wavelet_skewness_8,wavelet_kurtosis_8,wavelet_std_9,wavelet_skewness_9,wavelet_kurtosis_9,wavelet_std_10,wavelet_skewness_10,wavelet_kurtosis_10,wavelet_std_11,wavelet_skewness_11,wavelet_kurtosis_11,wavelet_std_12,wavelet_skewness_12,wavelet_kurtosis_12,wavelet_std_13,wavelet_skewness_13,wavelet_kurtosis_13,wavelet_std_14,wavelet_skewness_14,wavelet_kurtosis_14,wavelet_std_15,wavelet_skewness_15,wavelet_kurtosis_15,envelope_kurtosis,envelope_skewness,envelope_entropy,envelope_rms,envelope_std,envelope_peak,envelope_peak_freq
600,A,0.0563434234120289,2.8286446243385317,2.829205717540005,0.0532736576386204,0.2247922221404756,12.144024497146154,23.32774264936546,6.435742405418861,1.2648661007535933,5.429285264741153,4463.828329895277,6.509691296249099,2718.554121610537,24.94080510192429,3.1657396802417948,1.8739340448663864,0.0353797158039147,0.331377138023528,0.1119680675176501,0.1810548624261035,0.0859906460218098,0.1022407206128466,0.0858866103668797,0.0660421644570458,3.7459941446604178e-06,3.768375865344282e-06,8.942614549220659e-06,4.298346515160443e-06,6.797742471345405e-06,7.340258895646114e-06,1.2039811972344815e-05,1.3141625807897296e-05,2.0896549607591437,0.1605126819338997,0.8983733482779872,6.458006105803496,0.0114916995040311,0.0836493204382322,3.753698869615788,-0.1598932456327003,0.2088116152005605,4.764193986987408,0.0383972909579426,0.1444745385398036,3.275910706370328,-0.0595729159829743,0.1570390394528389,3.586565595935187,-0.0102056652708026,1.4845288953418976,3.2881555290020783,-0.1198021510580244,0.1469145347964011,2.8825475244051346,0.0339435893099562,0.1691333762281059,0.0216645299497532,9.181882249600315,96.83804287986766,0.0217770337320605,-4.21079637866784,87.13837105375775,0.03354787070038,1.9043674956562664,58.7864054741716,0.0232580595160548,4.204461034842021,92.05521462712404,0.0292402045754042,3.1477334624370865,80.3796767341909,0.030388258731629,-5.228907909013206,88.16816635506694,0.0389237508892092,-0.8568359146461227,54.53857279469001,0.0406688168505232,2.062215942999806,46.74380264406952,0.8951160865097267,0.8052111615868607,8.55164013638321,4.000704363294609,1.9122737006361463,14.512103311184504,250.0
600,A,0.0379014801909152,2.872634727545444,2.872884752317912,0.0723752601219583,0.3130016216735081,14.94905060470766,26.073902355757376,7.85307131780664,1.269220982479692,6.60438908325066,4466.893025612716,6.467488761423791,2725.137033668004,23.32578006019205,3.0920183824528142,1.9000236808187188,0.0484412234339521,0.3139923717294074,0.1067908311184005,0.1973552191301565,0.0866357317995931,0.0955062717436805,0.0861919268721262,0.0643268906278863,3.30569238162203e-06,2.9879933946187203e-06,5.539234469430269e-05,1.693359922425968e-05,0.0001903454755008,0.0003699971899975,3.479891491512118e-05,8.577233468889401e-05,2.5107941098093494,2.0444117507688886,11.0747100606162,6.435000128846252,0.2242801568177023,-0.0230364926658999,3.7514876813934688,-0.129460245994444,0.2950604350453303,5.099891752989872,-0.1576402232090213,0.0800580038085017,3.3782138961118,-0.098926091878433,0.6418904730879404,3.5439526962199395,-0.3118297404834067,1.599618633083665,3.3715775054609267,-0.0752873698540592,0.323338191364086,2.9120954301272843,-0.0819069694808751,0.5305927218540023,0.020791478618848,-5.693187599541161,52.39450581526144,0.0198514302685737,2.443371190891958,86.22882097156439,0.0854726525919847,0.3073300043250002,58.33348442152394,0.0472580988805932,3.55702343317856,102.0484798982676,0.1584430012545539,-2.459814097813821,65.79427403660209,0.2208972591484727,-0.4946599396735061,97.88154036898604,0.0677449399966761,2.196780464120564,59.41586584201017,0.1063597177462573,1.2730828731572057,108.46315060101055,1.4540288291606354,0.8851798517460819,8.531538331564612,4.06269578701396,1.9762207259371083,19.101527350408485,167.96875
600,A,0.0208002696262138,2.87779324269274,2.877868412367827,0.0558685256816593,0.4205308146180213,14.94905060470766,26.315907682124298,7.93914247400635,1.2799367338160963,6.648614968777636,4515.479245855642,6.5584593349579166,2803.731735112209,14.6843430825988,2.8064941420962253,1.86039041159834,0.0342676593123687,0.3272780712509562,0.097163906364488,0.2091732550977456,0.0827908925453981,0.1029987900734141,0.0776996087096791,0.0683063106924561,1.5893111614179764e-05,2.890985425041002e-05,3.078282158892828e-05,1.943992237425665e-05,4.458286168205511e-05,7.10610409543305e-05,6.080321528970054e-05,5.003312574012139e-05,2.128405132343756,1.1440076372496442,5.254830683141922,6.599504428007716,-0.034813752309469,0.2778439135484891,3.594835784355954,0.0719762920105657,0.292861030017066,5.274877233428605,-0.1068663504521705,0.5325785606672646,3.319510212964538,-0.1498500913069433,0.8048585021714225,3.695506672320858,-0.4570630033644063,1.1599934993898549,3.2160211742414755,-0.0614868588379158,0.267701729385442,3.0149297796629377,-0.1428467086987092,0.716761090561802,0.0457413875586744,11.609766398916925,162.139096807687,0.0619938334074218,-13.460847800330765,248.29606061672,0.0640088386857075,0.4661770501112586,47.77304862044472,0.0508489884859299,-7.939200394550785,152.01117101557827,0.0770152207242381,-1.125979813723823,64.69225110172438,0.0972474709653494,0.7875079718999644,47.20739435036025,0.0899338921270432,7.566795331195346,130.13204061345627,0.0815595484980678,5.593699449646179,71.84202218532043,1.3650425815581748,0.9034730668358528,8.516172105661232,4.069867384284752,2.008731604611794,19.111077424524108,242.1875
600,A,0.0098688237282604,2.891402626125699,2.8914194680205725,0.0156907359430802,0.3500055583925703,12.679516833933382,24.046373911350017,6.659338892180602,1.2756921386825029,5.59419348394115,4490.740031576876,6.529812204337455,2817.136264296017,23.595589061644336,3.19487997908762,1.864928833464438,0.0394457304470742,0.3391898118877847,0.0911215214219281,0.1958447962113141,0.086865361350683,0.0984805102297006,0.0772198178579436,0.0710614554408111,3.948922440706997e-05,5.082884261707592e-05,3.4744447665728493e-05,4.7539952532358335e-05,8.034450364288242e-05,0.0002521260671954,4.848763675810213e-05,0.0002174344779415,2.2747987731300165,0.2726272634102472,0.823747923087335,6.689730563134553,-0.2497837009862618,0.7820281984717394,3.469740266344304,0.0108067004550976,0.4625520995541676,5.085758022695405,0.0912818820365131,0.8420355215166504,3.381473749864912,-0.0017381199651795,0.1845044867647391,3.607214716482009,-0.1466118335739659,0.0158769490613472,3.1942164437109,-0.0826191260050923,0.2014875272444167,3.059898836571344,0.0724057166299659,0.3681049252189075,0.0721681930251377,-3.6675070942723207,83.81995482811182,0.0819144127840809,-3.697482203257168,115.72734258978554,0.0677536120287363,-0.4250220956386252,54.66265799077228,0.0792411610572364,-3.325932536865265,69.00608897273491,0.1030237644895949,1.4895680832766511,70.07077942493173,0.1825128647948655,0.2950118660260854,72.30279450807365,0.0800014705380538,9.97217195618224,196.5780632056561,0.1694734499070977,-0.8467905445818753,63.27804238502115,0.7593800401680717,0.8454130585360969,8.525677916113693,4.089072636544995,2.0028533733705145,12.727446936222991,27.34375
600,A,0.0031856083690192,2.8820896350622287,2.882091395607331,-0.024990891242618,0.3774418445084588,12.679516833933382,25.073398274422843,6.6159830532658646,1.2689837308819645,5.582786375972945,4489.739793533398,6.469537396432736,2748.204927605978,22.66331805195614,3.0104051568780807,1.8840778224918344,0.0351780748872002,0.3198907335750144,0.0922089575407293,0.200801378085065,0.0916507510871832,0.1038854960854851,0.0834170772556546,0.0719308646861712,1.756666213053862e-05,2.3845618235870107e-05,4.0982917953194666e-05,3.4988025274540034e-05,0.0001956322681913,0.0004592754339901,7.345053153655735e-05,0.0001909253401844,2.1523749307032545,-0.0962248612184259,0.8201560174678368,6.495391788631332,-0.0237827381148946,0.453336026299779,3.487951913756965,0.0242793927013239,0.30961178006419,5.1454581861803765,0.0939349741816887,0.155808013923806,3.4724664032438644,0.0533204442960971,0.1786692576549211,3.699826062697736,0.0316387234525472,0.3101717012428766,3.317729417857718,-0.0323644899604237,0.6239017864057277,3.077781835399648,0.3386477306725336,0.6436241673397696,0.0478082672967737,7.405807448877309,61.49576460351469,0.0560938590721786,-4.806355380040428,102.78660833103912,0.0735385821521172,-0.5998663308439035,67.30247953601264,0.0679474207460407,-0.8971470257104017,98.03354044552576,0.1606692714356351,-1.9806017914492176,62.39259303720519,0.2461729802843547,-0.2720686933831405,82.20487146326715,0.0984481029969864,1.308224451466612,84.46414485783397,0.1587250798207239,2.465163185627872,84.34736708929341,0.921883273550336,0.8621969287183017,8.538766753957738,4.07589149079696,1.966794718630908,13.29057752453028,11.71875
600,A,0.0124560170372784,2.9745659877844943,2.974592067501824,-0.0441945791154924,0.4464035610686481,12.812442294103128,25.206323734592587,6.533329949153528,1.275594509458175,5.494360460939956,4488.811059353102,6.375514282958136,2755.403824783885,20.30869622875451,2.987134126860856,1.9108683208039463,0.0501653026499745,0.304328323964242,0.1050222460769035,0.2056867936653361,0.0881237575113408,0.1005861714691506,0.075291808479272,0.069416632566593,6.326958375131718e-05,9.884473646287962e-05,0.0001060341657941,0.0001200008826702,0.0001480339376782,0.0002947942980866,0.0002665307233827,0.0002814552893607,2.6626318482548093,2.0012727032829174,10.358772171178494,6.57763168336222,0.0401291055266378,0.2687144736671096,3.865273475289447,0.2303737207470308,0.5029913906528307,5.40753275482372,0.1015147027326714,0.4625947848516274,3.538008572433259,0.2239439474658049,0.2203086249025267,3.7822232161433753,0.0229357321827195,0.6762639536384007,3.271780836772726,0.0640915503952261,0.5752710382253117,3.1416722624593123,0.0538872142985388,0.2890920098864549,0.0946055577008195,9.072000519317722,102.07678095316037,0.1185804012464831,-5.911396790435557,155.56476968779782,0.1228195839136528,-1.2823242252413625,97.76165542029526,0.1306496821764133,-0.4748026023119918,101.06009633107492,0.1450801747164574,4.333819074579636,61.23573924982109,0.2047710209087344,0.5277029650354568,52.787564731399485,0.1946946825023927,0.6878970011725767,83.872421687822,0.2000657844485192,4.275353930379167,71.49612712878482,0.6267702051030937,0.8208308379037279,8.530751884426184,4.206689997539104,2.0523790226319,13.281225255566286,7.8125
600,A,0.0250043762367428,2.8944183254597653,2.8945263276723363,0.0367921476298429,0.5212835705551586,12.812442294103128,25.042355735039397,6.782128729915458,1.282841573153675,5.678419115201273,4506.265061979319,6.470462346364978,2764.4299203326395,22.633438289793947,3.028385999754013,1.9004017331554188,0.039875526514154,0.3017921721605906,0.10586204879239,0.2078017275129591,0.0951653235829825,0.1027730277027382,0.0734132153619596,0.0726373764777692,3.161644968042279e-05,3.196969151521316e-05,0.0001503299083346,5.4160237235150513e-05,6.755910660917884e-05,9.632137275892488e-05,9.34141814729888e-05,0.0001542109468501,2.306184287813722,-0.3000319429209653,1.1700470519447776,6.345171896000085,-0.125500575153158,0.344455655829039,3.7575835699284457,0.0906494507536646,0.7042632829815743,5.265171715891821,0.1472851299836838,0.8181257585187454,3.5505287370456826,0.2950110491083403,0.5771794805381538,3.7025801191223455,0.1282537875643448,0.4578060293172976,3.129192626432643,0.0682804844089068,0.271370292510666,3.112737229721988,-0.0046097012881523,-0.0210086087808329,0.0647613855808104,-9.03058056551524,93.5469260049652,0.0652997577588384,2.245880073760401,76.53342552842518,0.1416159252599589,-0.6524295155925731,90.837889102998,0.0849913276610771,-3.678256341550357,85.11867785673033,0.0948689079574087,10.258483632669185,175.85492538411606,0.1133514534251618,1.6311887013547253,87.90997981286554,0.1116088375171569,-2.5419437732405448,68.91032101006986,0.1433870968259381,3.772715387450368,73.12141837626567,0.6484806266260223,0.842811930347329,8.51043911589602,4.093402015020192,2.0374190750418344,13.039455227050192,3.90625
600,A,0.0396983862870145,2.681557195063774,2.681851030962027,0.0760336407392005,0.4297964343826623,12.692653454863995,23.698470012218195,7.176756778454656,1.274996636876102,6.034298803755805,4517.256750262768,6.73584000020477,2764.813056656041,20.333048417770456,2.9187022378932057,1.9039132814841488,0.0451438789131617,0.3066773304430552,0.0979458158702025,0.2022797531205686,0.0930350584513671,0.099800410401302,0.0832198802087696,0.0713998772602379,4.09750340983042e-06,9.40248006999015e-06,1.48178858742769e-05,6.654582015084733e-06,4.217962667364309e-05,0.0001848708004269,1.9706208131335897e-05,0.0002162662447339,2.2659465921860966,-0.6744668737112867,3.091441273385901,5.914615714322303,-0.1883303642169042,0.1789570839582834,3.3406080989058906,-0.2854091167899379,0.3764578559752731,4.80402951250175,0.217293976242571,0.691589750595194,3.2532035019658623,0.1773356653413824,0.7134595907617873,3.372551330591768,0.2596171018753362,0.6507428910117934,3.0806504006815447,0.0813173110688376,0.233018227207161,2.8538204383886105,0.0745011714446533,0.5944995644586313,0.0214841198680016,-8.141288267556087,72.2027193281853,0.032753175844091,2.6508123003124764,112.74714681968447,0.0411159604613825,0.1086286084486168,51.26230519853637,0.0275544896216405,1.984983194547018,73.03406858347995,0.069366806022499,-7.03044429242852,179.04474452183482,0.1452331700910894,-0.3089359968492497,110.13725097621226,0.0474166902223036,-2.6416546356781603,88.45089447438279,0.1570813094529714,-5.294585229244555,107.28435843888684,0.876437522375904,0.8394096771808591,8.533905415572423,3.792502322420676,1.8432131065827089,12.945546384689244,167.96875
600,A,0.041034337814933,2.7704912904112224,2.770795157914845,0.0459830918005694,0.390656577358786,12.692653454863995,23.698470012218195,6.920712933801626,1.2727332886094256,5.830226217424808,4476.1529825519965,6.574700455895243,2743.795226073294,15.862174529236892,2.759998423860723,1.8731026224309923,0.0270178523208315,0.3125451249337587,0.0994728859379567,0.2163620998688399,0.0940823094723136,0.0932593754430121,0.0903190532079571,0.0653445877380674,6.952157643514111e-06,1.3490697891837458e-05,1.3587031087139275e-05,7.757896858608931e-06,0.0003163926202728,0.000790160899431,2.258784483946496e-05,0.0004257819292382,1.7959098841860734,-0.0458646124041704,0.1603545476218215,6.14948771693757,-0.0107640753058169,-0.0615450339781458,3.468555999332352,0.014351398854358,0.4113902426311639,5.115148481756493,0.2190926431436155,0.556558452672351,3.3739005087392173,-0.1568585901984872,0.696681082494929,3.358638576359298,0.1693368360867711,0.4340931080276902,3.305836248247879,0.0082955712590913,0.388786686399039,2.8113886881141625,0.1014092173578258,0.0941492205013516,0.0289222074360154,4.691133012972975,52.34966062238127,0.0404010021111344,-2.7598685758714514,68.03213654753458,0.0405211363570355,-2.4016588241026438,83.71661834781744,0.0306277302584697,4.991181055289855,103.74816519894792,0.195655008335839,-2.8453892037873687,61.676576992627886,0.3091852433868731,-0.2985214118492302,77.35502301098765,0.0522218510113477,5.69497489314003,71.11328845570847,0.2269721423596114,2.089509008355622,72.20270766099149,0.912554762663954,0.8646519313551646,8.534092322862989,3.9182812209497735,1.8993695039424312,12.945800097081271,222.65625
600,A,0.0209229651829081,2.8757874792039986,2.875863591344091,0.0295790530967819,0.5439050323157555,14.317448504993171,26.687566047321997,7.54404514109553,1.2751366448758112,6.348250767104905,4551.074062187096,6.586845505040008,2808.3309113083496,25.642183444573018,3.2033687816311365,1.8562685570328568,0.0281499580104672,0.3271134819139434,0.0925274092380516,0.2071076292080119,0.1014789020937819,0.1002855028016235,0.0795173742737679,0.0632734018953727,3.071353260753519e-05,2.934317520361649e-05,0.0001554405400537,5.247676187594561e-05,4.20643523736668e-05,2.2369243998957712e-05,0.0001012617997591,0.0001126711591068,1.9138616276206988,0.2541751288663883,0.6733407633989592,6.537717834172258,0.1556751473642984,-0.149027495367191,3.476528958928199,0.2438520018627413,0.4862893674958983,5.202030033020658,0.094184494320536,0.3506894620915823,3.6409110423147344,-0.2821420972289027,0.7125867542109279,3.6157315791045423,0.4792583839912199,3.093482788871678,3.2226937183717244,-0.0421663050355539,0.5000854264373293,2.8736110948290325,0.2878075892691856,0.020270345486447,0.0633147479097272,7.475560980789584,86.11942587450385,0.0619193287085145,-1.972391539143647,75.53195969350361,0.1425118857405379,0.5554749146199419,82.26271231878074,0.0828042594336045,3.195523825633153,74.6191454089251,0.0740761511827323,-18.551562108452245,399.5542176810989,0.054030647128614,-13.612461142687444,262.8449825933657,0.1150160768710585,1.2962857834513717,59.15111133551398,0.1213094074534036,0.979559940727972,84.58168765875844,1.489502737530076,0.999788384539438,8.513974669243881,4.067031461714603,1.996309377893081,15.09092611350693,62.5
